_id,na","me,type,latitude,longitude
376217, ,location,52.52437,13.41053
448103, ,location,45.50298,10.04366
425332, ,location,51.45775,10.2384
425326, ,location,52.67982,13.58708
314826, ,airport,52.5548,13.28903
314827, ,airport,52.3887261,13.5180874
334196, ,station,52.525589,13.369548
333977, ,station,52.510972,13.434567
